Time[s],Angle1[rad]
0.0,0.9964957364261624
0.0418936,1.000876512848668
0.0837872,1.0116626476259931
0.1256808,1.013879215776026
0.1675744,1.015100946252422
0.20946789999999998,1.016008517463459
0.2513615,1.0084337885098038
0.29325510000000005,1.0132334439527881
0.3351487,1.0072818712034874
0.3770423,1.0055016353664532
0.4189359,0.9988344776238348
0.4608295,0.9996547823722722
0.5027231,0.997560387269879
0.5446167000000001,1.0014699247943464
0.5865102000000001,1.0040181055022581
0.6284038000000001,1.0017840840597054
0.6702974,1.001906257107345
0.712191,0.9946631407115685
0.7540846,0.999689688957312
0.7959782000000001,0.9942093551060499
0.8378718,0.9945933275414885
0.8797654,0.9955358053375656
0.921659,0.9960594041131638
0.9635525,-0.7853981633974483
1.0054461000000001,-1.0359401775212342
1.0473397,-1.1337658820955163
1.0892333,-1.1987793967323053
1.1311269,-1.2348204457859882
1.1730205,-1.2669868639002437
1.2149140999999999,-1.2877737352914962
1.2568077000000002,-1.3072690630362727
1.2987013,-1.3163622284391632
1.3405948,-1.324669995678656
1.3824884,-1.343798804280514
1.424382,-1.345334694022269
1.4662756,-1.3525429038330057
1.5081692,-1.3557717629491952
1.5500627999999999,-1.3566444275751923
1.5919564000000002,-1.3596114873035827
1.63385,-1.35739491915355
1.6757436,-1.3568887736704716
1.7176371,-1.36046669863706
1.7595307,-1.3633464919028506
1.8014242999999999,-1.3631195991000913
1.8433179,-1.3595067675484631
1.8852114999999998,-1.3639049972634887
1.9271051000000001,-1.3598209268138222
1.9689987000000002,-1.3648300217670457
2.0108923,-1.362543640446933
2.0527859,-1.3666626174816399
2.0946794,-1.3655630600528834
2.136573,-1.3648649283520855
2.1784666,-1.362927612882372
2.2203602,-1.3591227951130243
2.2622538,-1.3663484582162808
2.3041473999999997,-1.3668546036993592
2.346041,-1.3624738272768533
2.3879346,-1.3653885271276838
2.4298281999999998,-1.3660168456584019
2.4717217000000002,-1.3643413295764875
2.5136153,-1.3673083893048776
2.5555089,-1.364463502624127
2.5974025000000003,-1.3697867568427098
2.6392961,-1.3689839053867923
2.6811897,-1.3672734827198378
2.7230833,-1.3646380355493264
2.7649769,-1.376139755319969
2.8068705,-1.3647776618894858
2.848764,-1.3619502285012552
2.8906576,-1.3665055378489603
2.9325512,-1.3673956557674776
2.9744448,-1.3730505225439391
3.0163384,-1.3729108962037797
3.058232,-1.3728061764486599
3.1001255999999997,-1.3766284475105275
3.1420192000000005,-1.3736090279045772
3.1839127,-1.3721604046254219
3.2258063000000003,-1.3675701886926768
3.2676999,-1.368181053930875
3.3095935,-1.37580814276209
3.3514871,-1.3785134031026813
3.3933807000000002,-1.3686348395363934
3.4352743,-1.3666451641891197
3.4771679,-1.370275449033268
3.5190615,-1.3726141902309403
3.560955,-1.3708165011013864
3.6028485999999997,-1.3621073081339348
3.6447422,-1.3686697461214332
3.6866358,-1.3701009161080686
3.7285293999999998,-1.3734344949793778
3.7704229999999996,-1.3765760876329676
3.8123166000000004,-1.3762793816601286
3.8542102000000003,-1.3722825776730616
3.8961038,-1.3681985072233946
3.9379973,-1.3747085853333336
3.9798909,-1.370607061591147
4.0217845,-1.3751798242313722
4.0636781,-1.3725443770608607
4.1055717000000005,-1.3692631580671115
4.1474653,-1.37273636327858
4.1893589,-1.3626483602020527
4.2312525,-1.3658074061481624
4.2731461,-1.365423433712724
4.3150396,-1.3664357246788805
4.3569332,-1.3653187139576042
4.3988268,-1.365615419930443
4.4407204,-1.366365911508801
4.482614,-1.3701183694005885
4.5245076,-1.369036265264352
4.5664012000000005,-1.3708688609789461
4.6082947999999995,-1.369106078434432
4.6501884,-1.3748831182585333
4.6920819,-1.379246441388519
4.7339755,-1.37577323617705
4.7758691,-1.3688966389241926
4.8177627,-1.3671862162572381
4.8596563,-1.365615419930443
4.9015499,-1.3635908379981299
4.943443500000001,-1.3696122239175101
4.9853371,-0.6233268890572549
5.0272307000000005,0.04605923896013035
5.0691242,0.2713288855150385
5.1110178,0.42943826245320477
5.1529114,0.5598143575771812
5.194805000000001,0.6736272780997313
5.2366985999999995,0.7674561786869466
5.2785922,0.9339431360346857
5.3204858,1.0411587119846974
5.3623794,1.168759733598003
5.404273,1.2679293416963207
5.4461665,1.3876240217980915
5.4880601,1.4844374354062173
5.5299537,1.6109563528832862
5.571847300000001,1.703912588844504
5.6137409,1.806974281174769
5.655634500000001,1.8843970867932378
5.6975281,1.9783307071355725
5.7394217,2.100364128435016
5.7813153,2.1830403751019873
5.823208800000001,2.305667208347109
5.8651024,2.489694724677391
5.906996,2.648851299166754
5.9488896,2.8286027588296503
5.9907832,2.8961819074668704
6.0326768,3.038269161871729
6.0745704,3.1802866031065076
6.116464,3.322618203606645
6.1583576,3.478720451905018
6.200251100000001,3.618102445969285
6.2421447,3.762720427789535
6.284038300000001,3.8777550787884816
6.3259319,3.9775879120025572
6.3678255,4.085344540020687
6.4097191,4.211112965919399
6.4516127,4.31838090174697
6.4935063,4.342187192744173
6.535399900000001,4.442491264856287
6.577293399999999,4.538205121035656
6.619187,4.65383318398028
6.6610806,4.808940594605016
6.7029742,4.944639943947576
6.7448678,5.043896818508493
6.7867614000000005,5.1454575276820425
6.8286549999999995,5.249374431345785
6.8705486,5.372664489706665
6.912442200000001,5.5255029723038085
6.9543357,5.645424545208338
6.9962293,5.772763767433845
7.0381229,5.87867034644486
7.0800165,6.006568074031005
7.1219101,6.145007590299196
7.163803700000001,6.322333042301819
7.2056973,6.502887353420633
7.2475909000000005,6.658361283188287
7.2894844999999995,6.771633151642719
7.331378,6.901904527011576
7.3732716,7.028056925345727
7.415165200000001,7.137349443105611
7.4570587999999995,7.264566492283477
7.4989524,7.407543864606853
7.540845999999999,7.511740020950915
7.5827396,7.610124230885836
7.624633200000001,7.686098413225148
7.6665268,7.777309319934372
7.7084203,7.891209506919521
7.7503139,8.004865347809393
7.792207500000001,8.099409833389926
7.8341011,8.204496107652504
7.875994700000001,8.337333117021792
7.9178882999999995,8.49196928874849
7.9597819,8.62133309290631
8.001675500000001,8.758795224793383
8.0435691,8.890445410271315
8.0854626,9.034661966363608
8.1273562,9.173101482631798
8.1692498,9.3264286574195
8.211143400000001,9.48598665763682
8.253037,9.607932812473665
8.2949306,9.755884373165223
8.336824199999999,9.893294145174739
8.3787178,10.034159669103198
8.4206114,10.162511182294862
8.4625049,10.345299514856228
8.504398499999999,10.485135294526016
8.5462921,10.642424366715742
8.5881857,10.740738763480584
8.6300793,10.872476215421116
8.6719729,10.98524193839247
8.7138665,11.123506921735462
8.7557601,11.257251502315787
8.7976536,11.39425984859734
8.839547200000002,11.537830632866394
8.8814408,11.702380274744419
8.9233344,11.833105435718794
8.965228,11.935434089763223
9.007121600000001,12.040659990365961
9.0490152,12.184736920118093
9.0909088,12.316840891201544
9.132802400000001,12.437530408976953
9.174695900000001,12.53628113805479
9.2165895,12.688020063223178
9.2584831,12.793804469186552
9.300376700000001,12.975737590414443
9.342270300000001,13.131403506399817
9.384163899999999,13.273071881784196
9.4260575,13.365958304575335
9.4679511,13.479806131682926
9.5098447,13.587266053728216
9.5517382,13.700956801203125
9.593631799999999,13.820686387889937
9.6355254,13.931427528928978
9.677419,14.034925553572242
9.7193126,14.166226673199775
9.7612062,14.271260587584793
9.8030998,14.370168396295313
9.8449934,14.449982302989014
9.886887000000002,14.559554073429217
9.9287805,14.659352000058252
9.9706741,14.756985718414816
10.0125677,14.89397661140385
10.054461300000002,15.019011999016724
10.0963549,15.132999452464475
10.1382485,15.277704700747323
10.1801421,15.430962062364946
10.222035700000001,15.583975077887288
10.2639293,15.733671967830842
10.3058228,15.86935386388088
10.3477164,16.049594015734336
10.389610000000001,16.1718194232515
10.431503600000001,16.309054662335814
10.473397199999999,16.443741720712215
10.5152908,16.57172671476096
10.5571844,16.706326506674763
10.599078,16.834119514505787
10.6409716,16.94712958357242
10.6828651,17.046526084473495
10.7247587,17.141506902367027
10.7666523,17.259473706509326
10.808545899999999,17.377248524433902
10.8504395,17.485057512329593
10.8923331,17.60841738386055
10.9342267,17.732806999650187
10.976120300000002,17.87292203200029
11.0180139,18.001325905069518
11.0599074,18.141772549977496
11.101801,18.290090629811974
11.143694600000002,18.407760727981433
11.1855882,18.514243265645607
11.2274818,18.637341337788765
11.269375400000001,18.745429578364778
11.311269000000001,18.848404004232442
11.3531626,18.9791989783769
11.3950562,19.14765815777939
11.4369497,19.29225868630712
11.478843300000001,19.440594219434118
11.5207369,19.574199173674284
11.5626305,19.702725219791148
11.6045241,19.81864998870861
11.6464177,19.95413989854093
11.6883113,20.071984529635586
11.7302049,20.18518658491994
11.7720985,20.28364060802494
11.813992,20.401450332534555
11.8558856,20.50786305702865
11.8977792,20.623072240952798
11.9396728,20.73292326407332
11.9815664,20.82163834995219
12.02346,20.92033671915247
12.0653536,21.036453474287654
12.1072472,21.180041711849228
12.1491408,21.32151810101589
12.1910343,21.442033085866097
12.2329279,21.54528676441408
12.2748215,21.731722835112116
12.3167151,21.891001582649118
12.358608700000001,22.017520500126185
12.400502300000001,22.15833366417709
12.4423959,22.32424466287167
12.484289500000001,22.47771146399953
12.5261831,22.60073972297261
12.568076600000001,22.742949150425112
12.6099702,22.910396038861446
12.6518638,23.03920133765863
12.6937574,23.219197143416803
12.735651,23.328524567761725
12.777544599999999,23.440330359644484
12.8194382,23.604635655427227
12.8613318,23.777754863932547
12.9032254,23.922826631358316
12.945118899999999,24.039920770874616
12.9870125,24.190839391294563
13.0289061,24.316119125002718
13.0707997,24.44818818950113
13.112693300000002,24.59329486351194
13.1545869,24.726655471656823
13.1964805,24.878621289627972
13.238374100000001,24.960983377029585
13.280267700000001,25.007496401595233
13.3221612,26.33738493173735
13.3640548,28.019480904931925
13.4059484,28.184013093517432
13.447842000000001,28.267858710783237
13.4897356,28.316221784356003
13.5316292,28.334198675651546
13.573522800000001,28.353118044743162
13.6154164,28.359750295900742
13.657309999999999,28.366836332663837
13.6992035,28.36868638167095
13.741097100000001,28.371356735426502
13.782990700000001,28.370501524093026
13.8248843,28.372875171875737
13.866777899999999,28.3731893311411
13.9086715,28.37868711828488
13.9505651,28.381200392407752
13.9924587,28.37572005855649
14.0343523,28.386104767605854
14.0762458,28.380833873264834
14.1181394,28.384952850299538
14.160033,28.37832059914196
14.2019266,28.38219523008139
14.2438202,28.385930234680657
14.2857138,28.38479577066686
14.327607400000002,28.385982594558214
14.369501,28.386087314313336
14.4113945,28.385720795170418
14.4532881,28.38409763896606
14.4951817,28.3845688778641
14.537075300000001,28.383556586897946
14.5789689,28.385842968218054
14.6208625,28.381915977401068
14.662756100000001,28.385808061633014
14.704649700000001,28.38233485642155
14.746543299999999,28.387151965157052
14.7884368,28.394238001920147
14.830330400000001,28.39125348889924
14.872224000000001,28.399072563948174
14.914117599999999,28.390886969756323
14.9560112,28.389455799769685
14.9979048,28.392195966695315
15.0397984,28.39415073545755
15.081691999999999,28.39181199425988
15.1235856,28.38790245673541
15.1654791,28.392702112178394
15.2073727,28.391951620600036
15.2492663,28.388862387824005
15.2911599,28.385214649687338
15.3330535,28.398863124437934
15.3749471,28.388670401606287
15.416840700000002,28.389577972817325
15.4587343,28.39067753024608
15.5006279,28.388722761483848
15.5425214,28.395128119838667
15.584415000000002,28.38840860221849
15.6263086,28.393958749239832
15.6682022,28.388844934531484
15.7100958,28.392213419987833
15.751989400000001,28.38746612442241
15.793883000000001,28.395023400083545
15.835776599999999,28.386977432231852
15.8776702,28.393330430709113
15.919563700000001,28.39352241692683
15.961457300000001,28.3976064873765
16.0033509,28.393784216314632
16.045244500000003,28.399962681866693
16.0871381,28.39687344909066
16.1290317,28.3903459176882
16.1709253,28.39676872933554
16.212818900000002,28.388722761483848
16.2547125,28.389787412327564
16.296606,28.386506193333812
16.3384996,28.39046809073584
16.3803932,28.391951620600036
16.422286800000002,28.38840860221849
16.4641804,28.393452603756753
16.506074,28.39355732351187
16.5479676,28.396629102995384
16.5898612,28.395197933008745
16.6317548,28.398828217852895
16.6736483,28.38603495443578
16.7155419,28.388757668068887
16.7574355,28.39367949655951
16.799329099999998,28.39984050881905
16.8412227,28.398479152002498
16.8831163,28.401254225513163
16.925009900000003,28.400905159662766
16.9669035,28.395826251539464
17.0087971,28.398164992737136
17.050690600000003,28.391480381702
17.0925842,28.398217352614694
17.134477800000003,28.398723498097773
17.1763714,28.393923842654793
17.218265,28.40432600499668
17.2601586,28.397292328111142
17.3020522,28.396629102995384
17.3439458,28.40292974159508
17.385839400000002,29.699866455459546
17.4277329,30.67414415050782
17.4696265,30.673795084657424
17.511520100000002,30.63126141078632
17.5534137,30.530712992578927
17.5953073,30.454948249749854
17.6372009,30.35082190657587
17.679094499999998,30.23062108099102
17.7209881,30.120176645924822
17.7628817,30.066333238500796
17.8047752,29.980620118935352
17.8466688,29.89914814945226
17.888562399999998,29.777690686805975
17.930456,29.675571472271788
17.9723496,29.531285103009417
18.014243200000003,29.420247255997534
18.0561368,29.32926324209107
18.0980304,29.213862071949205
18.139924,29.09488297684075
18.1818175,28.923875616730346
18.2237111,28.697576225916762
18.2656047,28.530548216500907
18.3074983,28.310933436722458
18.3493919,28.090760151583375
18.391285500000002,27.939632091653188
18.4331791,27.79309424765574
18.475072700000002,27.658494455741938
18.5169663,27.492059858271762
18.5588598,27.386415078648543
18.600753400000002,27.263526446015625
18.642647,27.151685747547823
18.684540600000002,27.032567026099215
18.7264342,26.933257791660736
18.768327799999998,26.78448592622074
18.8102214,26.675175955168335
18.852115,26.56548201168049
18.894008600000003,26.450342640926422
18.9359021,26.35726423191757
18.977795699999998,26.26306881218743
19.0196893,26.135328164233968
19.0615829,26.012823504036486
19.1034765,25.900057781065133
19.1453701,25.801970277103052
19.1872637,25.67611458474174
19.2291573,25.570923590724043
19.2710509,25.462643363930315
19.3129444,25.341884032984826
19.354838,25.187108234917968
19.3967316,24.99648337401515
19.4386252,24.849474291119666
19.480518800000002,24.748053208286276
19.5224124,24.63792293248543
19.564306000000002,24.455536025652027
19.6061996,24.25365379107384
19.648093199999998,24.15252941421329
19.689986700000002,24.028174705008695
19.7318803,23.904064341899378
19.773773900000002,23.79829738922852
19.8156675,23.684257575903214
19.857561099999998,23.58283649306982
19.8994547,23.46040164604242
19.9413483,23.337966799015014
19.983241900000003,23.215811204667933
20.0251355,23.081996810917527
20.067028999999998,22.98516594401688
20.108922600000003,22.885333110802808
20.1508162,22.73642161902265
20.1927098,22.610775366171577
20.2346034,22.492232603376124
20.276497,22.386657636922987
20.3183906,22.25263380366234
20.3602842,22.152539171060468
20.4021777,22.045410861573053
20.4440713,21.882920708212385
20.4859649,21.764343038831893
20.527858499999997,21.566824127383693
20.569752100000002,21.41190870297667
20.6116457,21.308375771748373
20.653539300000002,21.213010981419398
20.6954329,21.03460342528054
20.737326499999998,20.88480181558187
20.779220000000002,20.75480969289333
20.8211136,20.641450557976295
20.863007200000002,20.482363796657015
20.9049008,20.303519908205157
20.946794399999998,20.129056796175803
20.988688,19.93694840540879
21.0305816,19.807270441985608
21.0724752,19.647817161523406
21.1143688,19.513217369609606
21.156262299999998,19.370170184116148
21.198155900000003,19.237036468774022
21.2400495,19.09229631390613
21.2819431,18.946404241731923
21.3238367,18.807580753028297
21.3657303,18.679979731414992
21.4076239,18.502130680636768
21.449517500000002,18.400028919395098
21.4914111,18.27375434801331
21.5333046,18.11290480414951
21.5751982,18.016178657003987
21.617091799999997,17.906868685951583
21.658985400000002,17.77195473477242
21.700879,17.667828391598437
21.742772600000002,17.55633675898104
21.7846662,17.46132103450247
21.8265598,17.37740560406658
21.8684534,17.249699862698158
21.9103469,17.103895056986552
21.952240500000002,16.98744668929349
21.9941341,16.85803052525811
22.036027699999998,16.740063721115813
22.077921300000003,16.601502031799985
22.1198149,16.45081030418279
22.1617085,16.33540913404093
22.2036021,16.222643411069573
22.2454957,16.08224912603915
22.287389200000003,15.904469888431008
22.3292828,15.727685488496501
22.3711764,15.550290223323799
22.41307,15.416074403845434
22.4549636,15.264736904405007
22.496857199999997,15.14017275569017
22.538750800000003,14.988032404793824
22.5806444,14.877046917659506
22.622538000000002,14.756392306469138
22.6644315,14.644289808613543
22.706325099999997,14.460716077888778
22.748218700000002,14.335855223201104
22.7901123,14.23216521234012
22.832005900000002,14.141896783426974
22.8738995,14.046549446390523
22.9157931,13.958864104770328
22.9576867,13.83838402650516
22.9995803,13.735252521004815
23.0414738,13.610618559119901
23.0833674,13.475826780988378
23.125261,13.338294835931224
23.167154600000003,13.197342045540163
23.2090482,13.065552233722071
23.2509418,12.891682533638395
23.2928354,12.768287755522396
23.334729,12.648872328100945
23.3766226,12.50530154383189
23.4185161,12.325323191366236
23.4604097,12.21320324021812
23.5023033,12.090471687217878
23.5441969,11.950077402187455
23.586090499999997,11.81884609573
23.627984100000003,11.697144286988436
23.6698777,11.514251234671951
23.711771300000002,11.367713390674506
23.7536649,11.233026332298104
23.7955584,11.10500643166432
23.837452000000003,10.977126157370696
23.8793456,10.899424099071908
23.921239200000002,10.777443037650023
23.9631328,10.688256712873116
24.0050264,10.595806622394976
24.04692,10.481033770783828
24.0888136,10.333762888500546
24.1307072,10.202339595825373
24.1726007,10.06508690344854
24.2144943,9.958552005906805
24.256387900000004,9.841492772975545
24.2982815,9.691900602787111
24.3401751,9.551960103362207
24.3820687,9.402594825976532
24.4239623,9.274627285220308
24.465855899999998,9.059463095034445
24.507749500000003,8.905542508301066
24.549643,8.722684362569622
24.5915366,8.631909788173395
24.6334302,8.51985965019536
24.675323799999997,8.420498055879323
24.717217400000003,8.286509129203717
24.759111,8.114175318861799
24.801004600000002,8.019334127308426
24.8428982,7.903828237411441
24.8847918,7.760868318380586
24.926685300000003,7.6672837638886495
24.9685789,7.493326797342375
25.0104725,7.296453657717414
25.0523661,7.119477271565189
25.0942597,7.0184052545821975
25.136153300000004,6.890088647975575
25.178046900000002,6.782820712148003
25.2199405,6.660333505243041
25.2618341,6.524616702607962
25.3037276,6.606839163669415
25.345621200000004,7.637822606114986
25.3875148,7.8255676737520155
25.4294084,7.851782519116971
25.471302,7.886392398184018
25.5131956,7.880405918849677
25.555089199999998,7.902815946445284
25.596982800000003,7.925417960258611
25.6388764,7.920443771890427
25.6807699,7.95007946258929
25.7226635,7.9378621578253306
25.7645571,7.91632479485572
25.806450700000003,7.866338565078603
25.8483443,7.865640433377806
25.8902379,7.951301193065687
25.9321315,7.903339545220883
25.9740251,7.944826021540788
26.015918600000003,7.8761298621822915
26.0578122,7.888818405844289
26.0997058,7.88274466004735
26.1415994,7.877979911189405
26.183493,7.883477698333187
26.225386600000004,7.878154444114604
26.267280200000002,7.857594465526111
26.3091738,7.8875443154903335
26.3510674,7.861835615608458
26.3929609,7.935750309430417
26.4348545,7.869008918834154
26.476748100000002,7.867909361405398
26.5186417,7.8670366967794
26.5605353,7.869759410412511
26.6024289,7.869026372126674
26.644322499999998,7.86084077793482
26.686216100000003,7.878817669230362
26.7281097,7.889010392062009
26.7700032,7.859374701363146
26.8118968,7.858851102587547
26.8537904,7.883477698333187
26.895684000000003,7.937303652464692
26.9375776,7.884943774904863
26.9794712,7.866530551296322
27.0213648,7.844329963210955
27.0632584,7.955681969488192
27.105152,7.887404689150174
27.1470455,7.890546281803765
27.1889391,7.940724497798602
27.2308327,7.868398053595956
27.2727263,7.86399982388093
27.314619900000004,7.851642892776811
27.356513500000002,7.9351219908997
27.3984071,7.934074793348502
27.4403007,7.878067177652005
27.4821943,7.931631332395711
27.5240878,7.874838318535815
27.565981400000002,7.939921646342683
27.607875,7.872796283310981
27.6497686,7.87049244869835
27.6916622,7.937338559049732
27.733555799999998,7.862847906574614
27.775449400000003,7.934615845416621
27.817343,7.875484090359054
27.8592366,7.874820865243295
27.9011301,7.90724908274535
27.9430237,7.855255724328439
27.984917300000003,7.914125679998208
28.0268109,7.8882249938986115
28.0687045,7.889272191449808
28.1105981,7.944092983254951
28.1524917,7.888137727436012
28.194385300000004,7.933429021525265
28.236278900000002,7.881522929570953
28.2781724,7.930985560572473
28.320066,7.90710945640519
28.3619596,7.9428887060710744
28.4038532,7.937530545267451
28.445746800000002,7.852585370572887
28.4876404,7.90742361567055
28.529534,7.93484273821938
28.5714276,7.899360194526336
28.613321199999998,7.936727693811534
28.655214700000002,7.857524652356031
28.6971083,7.9409862971864005
28.7390019,7.933690820913064
28.7808955,7.9339177137158226
28.8227891,7.859147808560386
28.864682700000003,7.944092983254951
28.9065763,7.89476997859359
28.9484699,7.921787675414462
28.9903635,7.920984823958546
29.032257,7.86087568451986
29.074150600000003,7.85789117149895
29.1160442,7.858292597226909
29.1579378,7.915487036814763
29.1998314,7.856355281757196
29.241725,7.863685664615571
29.2836186,7.860037926478903
29.325512200000002,7.944860928125828
29.3674058,7.8572104930906725
29.4092993,7.937198932709572
29.4511929,7.935645589675297
29.4930865,7.943185412043913
29.534980100000002,8.58726426590738
29.5768737,8.628052610526488
29.618767300000002,8.467709212145769
29.6606609,8.319094426338452
29.702554499999998,8.355292555024814
29.744448100000003,8.327262567237785
29.7863416,8.330334346721296
29.828235199999998,8.381908826117728
29.8701288,8.394283210514368
29.9120224,8.677689774453206
29.953916000000003,9.022374848429566
29.9958096,9.423678403340624
30.0377032,9.76036986934285
30.0795968,10.025537742598349
30.1214904,10.10779511024484
30.163383900000003,10.238433004756617
30.2052775,10.25295414413321
30.2471711,10.218274451896082
30.2890647,10.171813787207993
30.3309583,10.057407454739764
30.3728519,9.432300329845475
30.414745500000002,9.432282876552954
30.4566391,8.719106437603031
30.498532700000002,8.425908576560506
30.540426200000002,8.432279028330285
30.5823198,8.403777801645216
30.624213400000002,8.400740928746746
30.666107,8.444269440291485
30.7080006,8.54411972679808
30.7498942,8.630862590622199
30.791787799999998,8.858767684347619
30.833681400000003,9.281032643575127
30.875575,9.647028187718337
30.9174685,9.980804953869733
30.9593621,10.126976278724257
31.0012557,10.214818699977132
31.043149300000003,10.24616481334295
31.0850429,10.21818718543348
31.1269365,10.110273477782671
31.1688301,9.963020048791911
31.2107237,9.688863729888642
31.2526173,9.203452758323978
31.2945108,8.706958946009152
31.3364044,8.607632258278153
31.378298,8.457307049803882
31.4201916,8.41205066229967
31.4620852,8.404615559686174
31.503978800000002,8.416885224327695
31.5458724,8.598905612018182
31.587766000000002,8.826513999770762
31.629659500000002,9.24897094521599
31.6715531,9.581979766496508
31.713446700000002,9.876032838872513
31.7553403,10.097008975467515
31.7972339,10.222271255883149
31.8391275,10.259464222243148
31.8810211,10.253163583643447
31.922914700000003,10.214015848521216
31.9648083,10.061177365924072
